"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","TotalBsmtSF","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","SaleType","SalePrice","YrDiffSoldBuilt","YrDiffRemodBlt","YrDiffSoldRemod","X2ndFlrYN","TotalBath","HalfBathYN","YrDiffGarageBlt","FrontAreaSF"
102,60,"RL",77,9206,"Reg","Lvl","D","A","C","6","B","B","BrkFace",336,"Gd","B","Gd","No","B",0,741,"Good","A",977,755,1732,2,3,"Gd","7","Yes","Attchd","Fin",2,"476","Paved","B",178000,25,0,25,"Yes",2.5,"Yes",0,238
103,90,"RL",64,7018,"Reg","Bnk","D","C","B","5","B","B","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","A",1535,0,1535,2,4,"TA","8","No","Attchd","Unf",2,"410","Paved","B",118964,30,0,30,"No",2,"No",0,0
104,20,"RL",94,10402,"IR1","Lvl","D","A","B","7","D","C","None",0,"TA","A","Gd","No","B",0,1226,"Excellent","A",1226,0,1226,2,3,"Gd","6","No","Attchd","RFn",3,"740","Paved","B",198900,1,0,1,"No",2,"No",0,36
105,50,"RH",60,7758,"Reg","Lvl","A","A","A","7","B","B","BrkFace",600,"TA","A","TA","No","B",224,1040,"Excellent","B",1226,592,1818,1,4,"TA","7","Yes","Detchd","Unf",1,"240","Paved","B",169500,76,19,57,"Yes",1.5,"Yes",20,184
106,60,"FV",75,9375,"Reg","Lvl","E","A","C","8","D","C","BrkFace",768,"Gd","A","Ex","No","B",0,1053,"Excellent","A",1053,939,1992,2,3,"Gd","9","Yes","Attchd","RFn",2,"648","Paved","B",250000,5,1,4,"Yes",2.5,"Yes",0,185
107,30,"RH",60,10800,"Reg","Lvl","B","A","B","4","D","C","None",0,"TA","B","Fa","No","B",0,641,"Good","A",1047,0,1047,1,2,"TA","6","No","Detchd","Unf",1,"273","PartialNo","B",100000,122,110,12,"No",1,"No",69,0
108,20,"RH",50,6000,"Reg","Lvl","B","A","B","5","D","C","None",0,"TA","B","TA","No","B",104,789,"Excellent","A",789,0,789,1,2,"TA","5","No","Detchd","Unf",1,"250","Paved","B",115000,60,2,58,"No",1,"No",0,0
109,50,"RH",85,8500,"Reg","Lvl","A","A","A","5","E","C","None",0,"TA","B","TA","No","B",0,793,"Good","B",997,520,1517,2,3,"Fa","7","No","No Garage","No Garage",0,"0","PartialNo","B",115000,88,86,2,"Yes",2,"No",7,144
110,20,"RL",105,11751,"IR1","Lvl","D","A","B","6","C","B","BrkFace",480,"TA","B","Gd","No","B",705,1844,"Excellent","A",1844,0,1844,2,3,"TA","7","Yes","Attchd","RFn",2,"546","Paved","A",190000,33,0,33,"No",2,"No",0,122
111,50,"RL",75,9525,"Reg","Lvl","B","A","A","6","B","B","None",0,"TA","B","TA","No","B",444,994,"Good","A",1216,639,1855,2,4,"TA","7","No","Attchd","Unf",1,"325","Paved","B",136900,52,18,34,"Yes",2,"No",0,182
112,80,"RL",63,7750,"IR1","Lvl","D","A","B","7","D","C","None",0,"TA","A","Gd","No","A",250,384,"Excellent","A",774,656,1430,2,3,"TA","7","Yes","BuiltIn","Fin",2,"400","Paved","B",180000,10,0,10,"Yes",2.5,"Yes",0,180
113,60,"RL",77,9965,"Reg","Lvl","D","A","C","7","D","C","Stone",220,"Gd","A","Ex","Av","A",984,1264,"Excellent","A",1282,1414,2696,2,4,"Ex","10","Yes","BuiltIn","Fin",3,"792","Paved","C",383970,0,0,0,"Yes",3.5,"Yes",0,472
114,20,"RL",90,21000,"Reg","Bnk","D","A","B","6","B","B","BrkFace",184,"TA","B","Gd","Mn","B",35,1809,"Good","A",2259,0,2259,2,3,"Gd","7","Yes","Basment","Unf",2,"450","Paved","A",217000,54,0,54,"No",3,"No",0,478
115,70,"RL",61,7259,"IR1","Lvl","D","A","C","6","B","B","None",0,"TA","B","TA","No","B",774,1028,"Excellent","A",1436,884,2320,2,3,"Gd","9","Yes","Detchd","Unf",1,"180","Paved","B",259500,62,57,5,"Yes",3.5,"Yes",0,224
116,160,"FV",34,3230,"Reg","Lvl","E","B","C","6","B","B","BrkFace",1129,"TA","A","Gd","No","A",419,729,"Good","A",729,729,1458,2,2,"TA","5","Yes","Detchd","Unf",2,"440","Paved","B",176000,8,0,8,"Yes",2.5,"Yes",0,32
117,20,"RL",75,11616,"Reg","Lvl","C","A","B","5","B","B","BrkFace",116,"TA","B","TA","No","B",170,1092,"Good","A",1092,0,1092,1,3,"TA","6","Yes","Attchd","Unf",1,"288","Paved","B",139000,47,0,47,"No",1.5,"No",0,164
118,20,"RL",74,8536,"Reg","Lvl","B","A","B","5","D","C","None",0,"TA","A","Gd","No","B",0,1125,"Good","A",1125,0,1125,1,2,"TA","5","No","Attchd","Unf",2,"430","Paved","C",155000,1,1,0,"No",1.5,"Yes",1,144
119,60,"RL",90,12376,"Reg","Lvl","D","A","C","7","C","B","None",0,"TA","A","Gd","Mn","A",1470,1673,"Good","A",1699,1523,3222,3,5,"Gd","11","Yes","Attchd","Unf",3,"594","Paved","B",320000,20,0,20,"Yes",4,"No",0,367
120,60,"RL",65,8461,"Reg","Lvl","D","A","C","6","D","C","None",0,"Gd","A","Gd","No","B",0,728,"Excellent","A",728,728,1456,2,3,"Gd","8","Yes","Attchd","Fin",2,"390","Paved","C",163990,1,1,0,"Yes",2.5,"Yes",0,24
121,80,"RL",80,21453,"IR1","Low","D","A","B","6","C","B","None",0,"TA","B","TA","Gd","B",938,938,"Excellent","A",988,0,988,1,1,"TA","4","Yes","Attchd","Unf",2,"540","Paved","B",180000,37,0,37,"No",2,"No",0,260
122,50,"RH",50,6060,"Reg","Lvl","A","A","A","4","A","A","None",0,"TA","A","TA","No","B",0,732,"Good","A",772,351,1123,1,3,"TA","4","No","Detchd","Unf",1,"264","PartialNo","B",100000,68,11,57,"Yes",1,"No",40,140
123,20,"RL",75,9464,"Reg","Lvl","C","A","B","6","B","B","BrkFace",135,"TA","B","TA","No","B",570,1080,"Good","A",1080,0,1080,1,3,"TA","5","No","Attchd","Unf",1,"288","Paved","B",136000,50,0,50,"No",1,"No",0,130
124,120,"RL",55,7892,"Reg","Lvl","D","B","B","6","C","B","None",0,"Gd","A","Gd","No","A",300,1199,"Excellent","A",1199,0,1199,2,2,"Gd","5","No","Attchd","RFn",2,"530","Paved","B",153900,15,0,15,"No",2,"No",0,63
125,20,"RL",48,17043,"IR1","Lvl","D","A","B","6","B","B","None",0,"TA","B","Gd","No","B",0,1362,"Good","A",1586,0,1586,2,3,"TA","7","Yes","Attchd","Unf",2,"435","Paved","B",181000,30,19,11,"No",2,"No",0,192
126,190,"RH",60,6780,"Reg","Lvl","A","C","A","6","B","B","None",0,"TA","B","TA","Av","A",490,520,"Good","A",520,0,754,1,2,"TA","5","No","No Garage","No Garage",0,"0","PartialNo","B",84500,71,47,24,"No",2,"No",15,53
127,120,"RL",24,4928,"IR1","Lvl","C","B","B","6","C","B","None",0,"TA","B","Gd","No","B",120,1078,"Good","A",958,0,958,2,2,"TA","5","Yes","Attchd","RFn",2,"440","Paved","B",128000,31,0,31,"No",2,"No",1,205
128,45,"RH",55,4388,"IR1","Bnk","B","A","A","5","B","B","None",0,"TA","B","TA","No","B",116,672,"Excellent","A",840,0,840,1,3,"TA","5","Yes","No Garage","No Garage",0,"0","PartialNo","B",87000,77,20,57,"No",1,"No",0,0
129,60,"RL",69,7590,"Reg","Lvl","C","A","C","6","D","C","BrkFace",266,"TA","B","TA","No","B",512,660,"Good","A",660,688,1348,1,3,"TA","6","Yes","Attchd","RFn",2,"453","Paved","B",155000,40,0,40,"Yes",1.5,"Yes",0,296
130,20,"RL",69,8973,"Reg","Lvl","C","A","B","5","C","B","BrkFace",85,"TA","B","TA","No","B",567,1008,"Good","B",1053,0,1053,1,3,"Ex","6","No","2Types","RFn",2,"750","Paved","B",150000,48,33,15,"No",2,"Yes",40,260
131,60,"RL",88,14200,"Reg","Lvl","C","A","C","7","B","B","BrkFace",309,"TA","B","TA","No","B",445,924,"Excellent","A",1216,941,2157,2,4,"Gd","8","Yes","Attchd","Fin",2,"487","Paved","B",226000,40,0,40,"Yes",2.5,"Yes",0,171
132,60,"RL",122,12224,"IR1","Lvl","D","A","C","6","D","C","BrkFace",40,"Gd","A","Gd","No","A",695,992,"Excellent","A",1022,1032,2054,2,3,"Gd","7","Yes","BuiltIn","RFn",2,"390","Paved","B",244000,9,0,9,"Yes",3.5,"Yes",0,72
133,20,"RL",75,7388,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",405,1063,"Good","A",1327,0,1327,1,3,"Gd","7","No","Detchd","Unf",2,"624","Paved","B",150750,48,43,5,"No",2,"No",15,0
134,20,"RL",71,6853,"IR1","Lvl","E","A","B","8","D","C","BrkFace",136,"Gd","A","Ex","No","A",1005,1267,"Excellent","A",1296,0,1296,2,2,"Gd","6","No","Attchd","Fin",2,"471","Paved","B",220000,8,1,7,"No",3,"No",0,217
135,20,"RL",78,10335,"IR1","Lvl","C","A","B","5","C","B","None",0,"TA","B","TA","No","B",570,1461,"Good","A",1721,0,1721,2,3,"TA","7","Yes","Attchd","RFn",2,"440","Paved","B",180000,38,25,13,"No",2.5,"Yes",0,276
136,20,"RL",80,10400,"Reg","Lvl","D","A","B","7","C","B","BrkFace",288,"TA","A","TA","No","B",0,1304,"Good","A",1682,0,1682,2,3,"TA","7","Yes","Attchd","Unf",2,"530","Paved","B",174000,38,0,38,"No",2,"No",0,98
137,20,"RL",75,10355,"IR1","Lvl","C","A","B","5","B","B","BrkFace",196,"TA","B","TA","No","B",695,1214,"Good","A",1214,0,1214,2,3,"TA","5","Yes","Attchd","RFn",1,"318","Paved","B",143000,40,0,40,"No",2,"No",0,111
138,90,"RL",82,11070,"Reg","Lvl","C","C","B","7","D","C","BrkFace",70,"TA","B","TA","No","B",0,1907,"Good","A",1959,0,1959,3,5,"TA","9","No","2Types","Unf",3,"766","Paved","B",171000,18,1,17,"No",3,"No",1,0
139,60,"RL",73,9066,"IR1","Lvl","D","A","C","8","D","C","BrkFace",320,"Gd","A","Gd","Mn","A",668,1004,"Excellent","A",1004,848,1852,2,3,"Gd","7","Yes","Attchd","Fin",3,"660","Paved","B",230000,9,1,8,"Yes",2.5,"Yes",0,330
140,60,"RL",65,15426,"IR1","Lvl","D","A","C","6","D","C","None",0,"TA","A","Gd","No","A",821,928,"Excellent","A",928,836,1764,2,3,"Gd","7","No","Attchd","RFn",2,"470","Paved","B",231500,12,0,12,"Yes",3.5,"Yes",0,375
141,20,"RL",70,10500,"Reg","Lvl","C","A","B","4","B","B","None",0,"TA","B","TA","No","B",432,864,"Good","A",864,0,864,1,3,"TA","5","Yes","No Garage","No Garage",0,"0","Paved","A",115000,39,0,39,"No",1,"No",0,0
142,20,"RL",78,11645,"Reg","Lvl","D","A","B","7","D","C","None",0,"Gd","A","Gd","Av","A",1300,1734,"Excellent","A",1734,0,1734,2,3,"Gd","7","No","Attchd","Fin",2,"660","Paved","B",260000,1,0,1,"No",3,"No",0,184
143,50,"RL",71,8520,"Reg","Lvl","C","A","A","5","C","B","None",0,"TA","B","TA","No","B",507,910,"Bad","A",910,475,1385,2,4,"TA","6","No","Detchd","Unf",2,"720","Paved","B",166000,58,0,58,"Yes",2,"No",48,0
144,20,"RL",78,10335,"IR1","Lvl","D","A","B","7","D","C","BrkFace",183,"Gd","A","Gd","Gd","A",679,1490,"Excellent","A",1501,0,1501,2,3,"Gd","6","No","Attchd","RFn",2,"577","Paved","B",204000,10,0,10,"No",3,"No",0,173
145,90,"RH",70,9100,"Reg","Lvl","C","C","B","5","B","B","BrkFace",336,"TA","B","TA","No","B",1332,1728,"Good","A",1728,0,1728,2,6,"TA","10","No","Detchd","Unf",2,"504","Paved","A",125000,43,0,43,"No",3,"No",0,0
146,160,"RH",24,2522,"Reg","Lvl","B","C","C","6","D","C","Stone",50,"Gd","A","Gd","No","B",0,970,"Excellent","A",970,739,1709,2,3,"Gd","7","No","Detchd","Unf",2,"380","Paved","B",130000,2,2,0,"Yes",2,"No",0,40
147,30,"RH",51,6120,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","B","TA","No","B",209,715,"Good","B",875,0,875,1,2,"TA","5","No","Detchd","Unf",1,"180","Paved","B",105000,78,62,16,"No",2,"No",0,48
148,60,"RL",63,9505,"IR1","Lvl","D","A","C","7","D","C","BrkFace",180,"Gd","A","Gd","No","B",0,884,"Excellent","A",884,1151,2035,2,3,"Gd","8","Yes","BuiltIn","Fin",2,"434","Paved","B",222500,9,0,9,"Yes",2.5,"Yes",0,192
149,20,"RL",63,7500,"Reg","Lvl","D","A","B","7","D","C","BrkFace",120,"TA","A","Gd","No","A",680,1080,"Excellent","A",1080,0,1080,1,3,"Gd","6","No","No Garage","No Garage",0,"0","Paved","B",141000,4,1,3,"No",2,"No",0,0
150,50,"RH",52,6240,"Reg","Lvl","B","A","A","5","B","B","None",0,"TA","B","Gd","No","B",0,896,"Good","B",896,448,1344,1,3,"TA","7","No","Detchd","Unf",1,"240","Paved","B",115000,70,14,56,"Yes",1,"No",0,314
151,20,"RL",120,10356,"Reg","Lvl","D","A","B","5","B","B","None",0,"TA","B","TA","Av","B",716,969,"Good","A",969,0,969,1,3,"TA","5","No","Attchd","Unf",2,"440","Paved","B",122000,32,0,32,"No",1.5,"Yes",0,0
152,20,"RL",107,13891,"Reg","Lvl","F","A","B","8","D","C","Stone",436,"Gd","A","Ex","Gd","A",1400,1710,"Excellent","A",1710,0,1710,2,2,"Gd","6","Yes","Attchd","RFn",3,"866","Paved","C",372402,1,1,0,"No",3,"No",0,102
153,60,"RL",85,14803,"IR1","Lvl","D","A","C","6","B","B","BrkFace",252,"TA","B","TA","No","B",416,825,"Good","A",1097,896,1993,2,4,"TA","8","Yes","Attchd","RFn",2,"495","Paved","B",190000,35,0,35,"Yes",2.5,"Yes",0,66
154,20,"RL",81,13500,"Reg","Lvl","D","A","B","6","C","B","None",0,"TA","B","Gd","Gd","B",429,1602,"Good","A",1252,0,1252,1,1,"TA","4","Yes","Attchd","RFn",2,"564","Paved","B",235000,48,15,33,"No",2,"No",0,409
155,30,"RH",84,11340,"Reg","Lvl","B","A","B","6","B","B","None",0,"TA","B","TA","No","B",0,1200,"Good","B",1200,0,1200,1,4,"TA","7","No","Detchd","Unf",1,"312","Paved","B",125000,83,27,56,"No",1,"No",0,228
156,50,"RL",60,9600,"Reg","Lvl","B","A","A","6","B","B","None",0,"TA","B","TA","No","B",0,572,"Bad","B",572,524,1096,1,2,"TA","5","No","No Garage","No Garage",0,"0","PartialNo","B",79000,84,26,58,"Yes",1,"No",13,136
157,20,"RL",60,7200,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","B",1040,0,1040,1,2,"TA","5","No","Detchd","Unf",2,"625","Paved","B",109500,56,0,56,"No",1,"No",0,0
158,60,"RL",92,12003,"Reg","Lvl","E","A","C","8","D","C","BrkFace",84,"Gd","A","Ex","No","B",0,774,"Excellent","A",774,1194,1968,2,4,"Ex","8","Yes","BuiltIn","Fin",3,"680","Paved","C",269500,1,1,0,"Yes",2.5,"Yes",0,75
159,60,"FV",100,12552,"Reg","Lvl","E","A","C","7","D","C","None",0,"Gd","A","Gd","No","A",222,991,"Excellent","A",991,956,1947,2,3,"Gd","8","Yes","Attchd","RFn",2,"678","Paved","B",254900,6,1,5,"Yes",2.5,"Yes",0,136
160,60,"RL",134,19378,"IR1","HLS","D","A","C","7","D","C","BrkFace",456,"Gd","A","Gd","Mn","A",57,1392,"Excellent","A",1392,1070,2462,2,4,"Gd","9","Yes","Attchd","RFn",2,"576","Paved","C",320000,1,1,0,"Yes",3.5,"Yes",1,539
161,20,"RL",80,11120,"IR1","Lvl","E","A","B","6","C","B","None",0,"TA","A","Gd","No","B",660,1232,"Good","A",1232,0,1232,2,3,"TA","6","No","Attchd","Unf",2,"516","Paved","B",162500,24,0,24,"No",2,"No",0,0
162,60,"RL",110,13688,"IR1","Lvl","F","A","C","9","D","C","BrkFace",664,"Gd","A","Ex","Av","A",1016,1572,"Excellent","A",1572,1096,2668,2,3,"Ex","10","Yes","BuiltIn","Fin",3,"726","Paved","B",412500,5,1,4,"Yes",3.5,"Yes",0,400
163,20,"RL",95,12182,"Reg","Lvl","F","A","B","7","D","C","BrkFace",226,"Gd","A","Gd","Mn","B",1201,1541,"Excellent","A",1541,0,1541,2,3,"Gd","7","Yes","Attchd","RFn",2,"532","Paved","C",220000,5,0,5,"No",2,"No",0,70
164,45,"RL",55,5500,"Reg","Lvl","B","A","A","4","B","B","None",0,"TA","B","TA","No","B",0,882,"Excellent","A",882,0,882,1,1,"TA","4","No","No Garage","No Garage",0,"0","Paved","B",103200,51,0,51,"No",1,"No",0,0
165,40,"RH",40,5400,"Reg","Lvl","B","A","B","6","B","B","None",0,"TA","B","TA","Mn","B",370,1149,"Good","B",1149,467,1616,2,3,"Gd","5","No","Detchd","Unf",1,"216","Paved","B",152000,81,78,3,"Yes",2,"No",0,183
166,190,"RL",62,10106,"Reg","Lvl","B","C","A","5","B","B","None",0,"TA","B","TA","No","B",351,644,"Good","A",808,547,1355,2,4,"TA","6","No","No Garage","No Garage",0,"0","Paved","B",127500,68,59,9,"Yes",3,"No",1,140
167,20,"RL",80,10708,"IR1","Lvl","D","A","B","5","B","B","None",0,"Gd","B","TA","No","B",379,1617,"Excellent","B",1867,0,1867,1,2,"TA","7","Yes","Attchd","Fin",1,"303","Paved","A",190000,54,38,16,"No",2,"No",0,618
168,60,"RL",86,10562,"Reg","Lvl","F","A","C","8","D","C","Stone",300,"Gd","A","Ex","No","A",1288,1582,"Excellent","A",1610,551,2161,1,3,"Ex","8","Yes","Attchd","Fin",3,"789","Paved","C",325624,0,0,0,"Yes",2.5,"Yes",0,298
169,60,"RL",62,8244,"IR1","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","No","B",0,840,"Excellent","A",840,880,1720,2,3,"Gd","7","Yes","Attchd","Fin",2,"440","Paved","B",183500,3,0,3,"Yes",2.5,"Yes",0,148
170,20,"RL",85,16669,"IR1","Lvl","E","A","B","8","C","B","BrkFace",653,"Gd","B","Gd","No","B",0,1686,"Good","A",1707,0,1707,2,2,"TA","6","Yes","Attchd","RFn",2,"511","Paved","B",228000,25,0,25,"No",2.5,"Yes",0,638
171,50,"RH",81,12358,"IR1","Lvl","B","A","A","5","B","B","None",0,"TA","B","TA","No","B",360,720,"Good","A",854,0,1382,1,2,"TA","7","No","Detchd","Unf",2,"660","Paved","B",128500,66,9,57,"No",1.5,"Yes",50,237
172,20,"RL",141,31770,"IR1","Lvl","C","A","B","6","C","B","Stone",112,"TA","B","TA","Gd","B",639,1080,"Bad","A",1656,0,1656,1,3,"TA","7","Yes","Attchd","Fin",2,"528","PartialNo","B",215000,50,0,50,"No",2,"No",0,272
173,160,"RL",44,5306,"IR1","Lvl","F","B","C","7","B","B","None",0,"Gd","A","Gd","No","A",495,1064,"Good","A",1064,703,1767,2,2,"Gd","5","Yes","Attchd","RFn",2,"504","Paved","B",239000,19,0,19,"Yes",3,"No",0,476
174,20,"RL",80,10197,"IR1","Lvl","C","A","B","6","B","B","BrkCmn",491,"TA","B","TA","No","B",288,1362,"Good","A",1362,0,1362,1,3,"TA","6","Yes","Attchd","Unf",2,"504","Paved","A",163000,47,0,47,"No",2.5,"Yes",0,20
175,20,"RL",47,12416,"IR1","Lvl","E","A","B","6","D","B","Stone",132,"TA","B","Gd","No","B",1398,1606,"Good","A",1651,0,1651,2,3,"TA","7","Yes","Attchd","Fin",2,"616","Paved","B",184000,22,0,22,"No",3,"No",0,192
176,20,"RL",84,12615,"Reg","Lvl","B","A","B","6","B","B","None",0,"TA","B","TA","Av","B",477,1202,"Good","A",2158,0,2158,2,4,"Gd","7","Yes","Attchd","Unf",2,"576","Paved","B",243000,57,51,6,"No",3,"No",0,68
177,60,"RL",97,10029,"IR1","Lvl","D","A","C","6","C","B","BrkFace",268,"Gd","A","Gd","No","A",831,1151,"Good","A",1164,896,2060,2,4,"TA","8","Yes","Attchd","Unf",2,"521","Paved","B",211000,19,1,18,"Yes",3,"Yes",0,420
178,50,"RL",85,13650,"Reg","Lvl","C","A","A","5","B","B","None",0,"Gd","B","TA","No","B",57,1052,"Excellent","A",1252,668,1920,2,4,"Gd","8","Yes","Attchd","Unf",2,"451","Paved","B",172500,48,0,48,"Yes",3,"No",0,0
179,20,"RL",63,17423,"IR1","Lvl","F","A","B","9","D","C","Stone",748,"Ex","A","Ex","No","A",1904,2216,"Excellent","A",2234,0,2234,2,1,"Ex","9","Yes","Attchd","Fin",3,"1166","Paved","C",501837,1,1,0,"No",3,"No",1,60
180,30,"RH",60,8520,"Reg","Lvl","B","A","B","5","B","B","None",0,"Gd","B","TA","No","B",0,968,"Good","A",968,0,968,1,2,"TA","5","No","Detchd","Unf",2,"480","PartialNo","B",100000,84,83,1,"No",1,"No",12,184
181,160,"FV",24,2117,"Reg","Lvl","E","C","C","6","B","B","BrkFace",456,"Gd","A","Gd","No","A",436,756,"Excellent","A",769,756,1525,2,3,"Gd","5","Yes","Detchd","Unf",2,"440","Paved","B",177000,7,0,7,"Yes",2.5,"Yes",0,0
182,70,"RL",54,7588,"Reg","Lvl","D","A","C","7","B","B","None",0,"TA","B","Fa","No","B",352,793,"Good","A",901,901,1802,1,4,"TA","9","Yes","Detchd","Unf",1,"216","Paved","B",200100,86,30,56,"Yes",1.5,"Yes",0,40
183,20,"RL",60,9060,"Reg","Lvl","B","A","B","5","B","B","BrkFace",98,"TA","A","TA","NoBasement","No Basement",0,0,"Excellent","A",1340,0,1340,1,3,"TA","7","Yes","Attchd","RFn",1,"252","Paved","B",120000,50,49,1,"No",1,"No",0,296
184,50,"RH",63,11426,"Reg","Lvl","B","A","A","7","D","C","None",0,"TA","A","Gd","No","B",0,1362,"Excellent","A",1362,720,2082,2,3,"Gd","6","No","Detchd","Unf",2,"484","PartialNo","B",200000,5,0,5,"Yes",2.5,"Yes",0,518
185,50,"RL",92,7438,"IR1","Lvl","B","A","A","5","A","B","None",0,"TA","A","Fa","No","B",0,504,"Good","A",936,316,1252,1,3,"TA","5","No","Attchd","Unf",2,"576","Paved","B",127000,98,83,15,"Yes",1,"No",78,104
186,75,"RH",90,22950,"IR2","Lvl","B","A","C","10","B","B","None",0,"Gd","B","TA","Mn","B",0,1107,"Excellent","A",1518,1518,3608,2,4,"Ex","12","Yes","Detchd","Unf",3,"840","Paved","B",475000,114,101,13,"Yes",2.5,"Yes",101,670
187,80,"RL",75,9947,"IR1","Lvl","C","A","B","7","B","B","None",0,"TA","A","Gd","Av","A",611,1188,"Excellent","A",1217,0,1217,2,3,"Gd","6","No","Attchd","Unf",2,"497","Paved","B",173000,19,1,18,"No",3,"No",0,195
188,50,"RL",60,10410,"Reg","Lvl","B","A","A","5","B","B","None",0,"TA","B","Fa","No","B",0,660,"Excellent","A",808,704,1656,2,3,"TA","8","No","Detchd","Unf",1,"180","PartialNo","B",135000,93,71,22,"Yes",2.5,"Yes",0,140
189,90,"RL",64,7018,"Reg","Bnk","D","C","A","5","C","B","Stone",275,"TA","B","Gd","Av","A",1086,1086,"Good","A",1224,0,1224,0,2,"TA","6","Yes","Detchd","Unf",2,"528","Paved","B",153337,30,0,30,"No",3,"Yes",0,120
190,120,"RL",41,4923,"Reg","Lvl","F","B","B","8","E","C","None",0,"Gd","A","Ex","Av","A",1153,1593,"Excellent","A",1593,0,1593,1,0,"Ex","5","Yes","Attchd","Fin",2,"682","Paved","B",286000,7,1,6,"No",2.5,"Yes",0,344
191,70,"RL",70,10570,"Reg","Bnk","D","A","C","8","C","B","None",0,"Gd","B","Gd","No","B",297,853,"Good","A",1549,1178,2727,2,3,"Gd","10","Yes","Detchd","Unf",2,"440","Paved","B",315000,75,62,13,"Yes",2.5,"Yes",0,74
192,60,"RL",70,7472,"IR1","Lvl","C","A","C","7","B","B","BrkFace",138,"TA","B","TA","No","B",626,725,"Good","A",725,754,1479,1,4,"Gd","7","No","Attchd","Fin",2,"484","Paved","B",184000,35,32,3,"Yes",2.5,"Yes",0,32
193,20,"RL",68,9017,"IR1","Lvl","D","A","B","7","D","C","None",0,"Gd","A","Gd","Av","A",560,1431,"Excellent","A",1431,0,1431,2,3,"Gd","6","No","Attchd","Fin",2,"666","Paved","B",192000,10,0,10,"No",3,"No",0,35
194,160,"RH",24,2522,"Reg","Lvl","B","C","C","7","D","C","Stone",50,"Gd","A","Gd","No","B",0,970,"Excellent","A",970,739,1709,2,3,"Gd","7","No","Detchd","Unf",2,"380","Paved","B",130000,2,0,2,"Yes",2,"No",0,40
195,20,"RL",60,7180,"IR1","Lvl","D","A","B","5","B","B","None",0,"TA","B","TA","Av","B",390,864,"Good","A",864,0,864,1,3,"TA","5","No","Detchd","Unf",1,"352","Paved","B",127000,36,0,36,"No",1,"No",17,0
196,160,"RL",24,2280,"Reg","Lvl","C","C","C","6","C","A","None",0,"TA","B","Gd","No","B",566,855,"Good","A",855,601,1456,2,3,"TA","7","Yes","Attchd","Unf",2,"440","Paved","B",148500,33,0,33,"Yes",2.5,"Yes",0,87
197,20,"RL",79,9416,"Reg","Lvl","E","A","B","7","E","C","Stone",205,"Ex","A","Ex","No","A",1126,1726,"Excellent","A",1726,0,1726,2,3,"Ex","8","Yes","Attchd","Fin",3,"786","Paved","C",311872,0,0,0,"No",3,"No",0,575
198,75,"RL",174,25419,"Reg","Lvl","C","A","C","8","B","B","None",0,"Gd","A","TA","No","A",1036,1360,"Good","A",1360,1360,3112,2,4,"Gd","8","Yes","Detchd","Unf",2,"795","Paved","B",235000,88,72,16,"Yes",3.5,"No",0,568
199,75,"RH",92,5520,"Reg","Lvl","B","A","C","6","B","B","None",0,"TA","B","TA","No","B",0,755,"Excellent","A",929,929,2229,1,5,"TA","8","No","No Garage","No Garage",0,"0","Paved","B",104000,97,38,59,"Yes",1,"No",22,228
200,20,"RL",76,9591,"Reg","Lvl","F","A","B","8","D","C","BrkFace",262,"Gd","A","Ex","Av","A",1088,1713,"Excellent","A",1713,0,1713,2,3,"Ex","7","Yes","Attchd","Fin",3,"856","Paved","B",274900,5,1,4,"No",3,"No",0,196
201,20,"RH",80,8546,"Reg","Lvl","B","A","B","4","D","C","None",0,"TA","A","Gd","No","B",0,1121,"Excellent","A",1121,0,1121,2,2,"TA","5","No","Attchd","RFn",2,"440","Paved","B",140000,7,1,6,"No",2,"No",0,196
202,20,"RL",75,10125,"Reg","Lvl","C","A","B","6","C","B","None",0,"TA","B","TA","No","B",641,1196,"Good","A",1279,0,1279,2,3,"TA","6","Yes","Detchd","Unf",2,"473","Paved","B",171500,31,0,31,"No",2.5,"No",3,321
203,50,"RL",50,7000,"Reg","Lvl","B","A","A","6","B","B","None",0,"TA","B","Fa","No","B",617,617,"Good","A",865,445,1310,2,2,"TA","6","No","Attchd","Unf",1,"398","Paved","A",112000,82,26,56,"Yes",2,"No",0,126
204,120,"RH",37,4438,"Reg","Lvl","D","B","B","6","D","C","BrkFace",205,"Gd","A","Gd","Av","A",662,848,"Excellent","A",848,0,848,1,1,"Gd","3","Yes","Attchd","RFn",2,"420","Paved","B",149000,4,0,4,"No",2,"No",0,149
